-0.146382	0.00014333
0.13453	-0.000805625
-1.87138	-0.0241203
0.46065	-0.00116582
-0.214253	-0.000979365
0.163712	0.00507154
-0.827944	0.0251519
0.298595	0.00554504
1.05547	-0.0272158
0.0102154	0.000300426
1.17457	0.00236679
-0.546841	-0.00549987
-1.04944	0.0332395
0.660682	-0.0188883
-0.625276	0.00239705
1.48596	0.0144465
-0.829081	0.024015
-2.55912	-0.0484303
-0.888707	0.0349248
-0.539781	0.00156061
1.01922	0.0192236
-0.628956	-0.00128341
-0.482589	0.0174108
0.339587	-0.00019867
-0.121306	0.00369377
2.10886	-0.0565075
-0.371003	-0.00312369
-0.287389	0.00566082
-2.30144	0.0175129
-1.05935	0.0233333
-0.0615274	0.000972615
1.45502	-0.0164936
1.35433	-0.00481449
0.925328	0.00169566
-0.243275	0.00672548
1.51561	0.0440915
0.197497	-0.00165121
1.00886	0.00886476
0.439499	0.0082706
0.438945	0.00771623
0.645743	0.0180697
-0.128149	-0.00314881
-1.68599	0.0202049
1.77643	0.0702396
-0.613857	0.013816
0.469861	0.0080454
-0.582398	-0.00265916
0.668493	-0.0110774
-0.103692	0.00411467
0.149386	0.00286071
0.624049	-0.00362354
1.53727	-0.0386191
1.17067	-0.00153156
1.07825	-0.00443402
-2.05006	-0.0500593
1.17196	-0.000238083
-1.45473	0.0167872
0.136395	0.00105985
-1.11552	-0.0328385
-1.71463	-0.00843404
1.12422	-0.0352566
-1.73985	-0.0336599
-1.47975	-0.00823658
-1.58694	0.0062461
1.48247	0.0109509
-0.727862	0.00789668
0.754843	0.0190842
-0.1128	0.00265396
0.984235	-0.0157651
0.326633	0.0127961
-1.03745	-0.0374483
-0.0764704	0.00198875
-2.08402	0.0813404
0.389231	-0.00906568
0.243215	-0.00678534
0.455092	-0.00672362
0.275194	0.00452317
2.91628	-0.0267526
0.272422	0.00175171
-3.20464	-0.0182654
1.86225	0.0149816
-2.09501	0.0703525
1.05544	-0.0272443
0.310367	-0.00346958
-0.00122802	1.13558e-05
0.404831	0.00653437
-1.08115	0.0015283
1.41863	-0.0528831
-0.400148	-0.00185106
0.926096	0.00246363
-0.358203	0.00967668
0.126072	0.00107198
0.387892	-0.0104043
-0.569566	0.0101725
-0.634654	-0.00698098
0.882249	0.0291528
-0.677104	0.00246618
0.204175	0.00502717
1.35715	-0.00199582
-2.453	0.0576893
-0.315325	-0.00148807
-0.379922	-0.0120425
-0.608541	0.0191321
1.35717	-0.001972
0.0195746	-0.000255445
1.32359	-0.0355482
-0.0912438	0.000726077
-0.208138	0.00513599
-1.61209	-0.0189001
0.281664	0.0109934
0.785215	-0.0113776
-0.316253	-0.00241664
0.353801	0.0140157
-0.271609	-0.000938519
-1.77443	-0.0682342
-0.0590157	-0.000655237
-1.53723	0.0386664
-0.0539041	-5.43543e-07
0.386642	-0.0116548
0.129153	0.00415329
1.54308	-0.0328161
-0.388037	0.0102596
0.0763218	-0.00213735
-0.644921	-0.0172477
-1.68173	0.0244594
-0.900313	0.0233188
-0.383684	0.0146122
-0.587587	-0.0014861
-0.130386	0.00494881
-2.37398	-0.055021
